instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
688,2012-11-18,winter,2012,11,no,Sunday,no,Clear,14.0425,16.8873,0.692917,0.227612,922,3747,4669
689,2012-11-19,winter,2012,11,no,Monday,yes,Mist,15.614152999999998,18.78105,0.623333,0.235067,449,5050,5499
690,2012-11-20,winter,2012,11,no,Tuesday,yes,Mist,15.340847000000002,19.03335,0.685,0.082725,534,5100,5634
691,2012-11-21,winter,2012,11,no,Wednesday,yes,Clear,14.486653,18.2446,0.61375,0.103246,615,4531,5146
692,2012-11-22,winter,2012,11,yes,Thursday,no,Clear,13.940000000000001,17.518549999999998,0.580417,0.0528708,955,1470,2425
693,2012-11-23,winter,2012,11,no,Friday,yes,Clear,15.101653,18.93895,0.56875,0.148021,1603,2307,3910
694,2012-11-24,winter,2012,11,no,Saturday,no,Clear,11.411653,12.4371,0.404583,0.376871,532,1745,2277
695,2012-11-25,winter,2012,11,no,Sunday,no,Clear,10.079153,12.879150000000001,0.468333,0.1505,309,2115,2424
696,2012-11-26,winter,2012,11,no,Monday,yes,Clear,12.846652999999998,16.950200000000002,0.535417,0.04665,337,4750,5087
697,2012-11-27,winter,2012,11,no,Tuesday,yes,Mist,11.958347,14.0779,0.786667,0.237562,123,3836,3959
698,2012-11-28,winter,2012,11,no,Wednesday,yes,Clear,12.163347,14.488100000000001,0.50625,0.210821,198,5062,5260
699,2012-11-29,winter,2012,11,no,Thursday,yes,Clear,11.51567,14.921100000000001,0.555652,0.115522,243,5080,5323
700,2012-11-30,winter,2012,11,no,Friday,yes,Clear,12.231653000000001,16.193350000000002,0.649583,0.0584708,362,5306,5668
701,2012-12-01,winter,2012,12,no,Saturday,no,Mist,12.231653000000001,15.8452,0.806667,0.0597042,951,4240,5191
702,2012-12-02,winter,2012,12,no,Sunday,no,Mist,14.247499999999999,17.9604,0.823333,0.124379,892,3757,4649
703,2012-12-03,winter,2012,12,no,Monday,yes,Clear,18.552500000000002,22.7898,0.7675,0.0827208,555,5679,6234
704,2012-12-04,winter,2012,12,no,Tuesday,yes,Clear,19.509153,23.4527,0.73375,0.174129,551,6055,6606
705,2012-12-05,winter,2012,12,no,Wednesday,yes,Clear,17.971653,21.4006,0.485,0.324021,331,5398,5729
706,2012-12-06,winter,2012,12,no,Thursday,yes,Clear,10.489152999999998,12.9102,0.50875,0.174754,340,5035,5375
707,2012-12-07,winter,2012,12,no,Friday,yes,Mist,13.154152999999999,16.097900000000003,0.764167,0.1306,349,4659,5008
708,2012-12-08,winter,2012,12,no,Saturday,no,Mist,15.648347,19.4754,0.91125,0.101379,1153,4429,5582
709,2012-12-09,winter,2012,12,no,Sunday,no,Mist,15.750846999999998,19.5073,0.905417,0.157975,441,2787,3228
710,2012-12-10,winter,2012,12,no,Monday,yes,Mist,17.869153,21.77875,0.925,0.190308,329,4841,5170
711,2012-12-11,winter,2012,12,no,Tuesday,yes,Mist,14.486653,16.91815,0.596667,0.296037,282,5219,5501
712,2012-12-12,winter,2012,12,no,Wednesday,yes,Mist,12.1975,14.8669,0.538333,0.162937,310,5009,5319
713,2012-12-13,winter,2012,12,no,Thursday,yes,Clear,12.129153,14.7094,0.485833,0.174129,425,5107,5532
714,2012-12-14,winter,2012,12,no,Friday,yes,Clear,11.548347,14.7096,0.642917,0.131229,429,5182,5611
715,2012-12-15,winter,2012,12,no,Saturday,no,Clear,13.290847,16.91915,0.650417,0.10635,767,4280,5047
716,2012-12-16,winter,2012,12,no,Sunday,no,Mist,14.862499999999999,18.4969,0.83875,0.100742,538,3248,3786
717,2012-12-17,winter,2012,12,no,Monday,yes,Mist,16.126653,20.075000000000003,0.907083,0.0982583,212,4373,4585
718,2012-12-18,winter,2012,12,no,Tuesday,yes,Clear,16.844153,20.485400000000002,0.66625,0.221404,433,5124,5557
719,2012-12-19,winter,2012,12,no,Wednesday,yes,Clear,13.6325,17.1081,0.625417,0.184092,333,4934,5267
720,2012-12-20,winter,2012,12,no,Thursday,yes,Mist,13.530000000000001,16.760849999999998,0.667917,0.132463,314,3814,4128
721,2012-12-21,spring,2012,12,no,Friday,yes,Mist,13.393346999999999,15.08835,0.556667,0.374383,221,3402,3623
722,2012-12-22,spring,2012,12,no,Saturday,no,Clear,10.899153,11.80565,0.44125,0.407346,205,1544,1749
723,2012-12-23,spring,2012,12,no,Sunday,no,Clear,10.079153,12.97355,0.515417,0.133083,408,1379,1787
724,2012-12-24,spring,2012,12,no,Monday,yes,Mist,9.483464,12.945,0.791304,0.0772304,174,746,920
725,2012-12-25,spring,2012,12,yes,Tuesday,no,Mist,11.943464,14.723249999999998,0.734783,0.168726,440,573,1013
726,2012-12-26,spring,2012,12,no,Wednesday,yes,Light Snow/Rain,9.976652999999999,11.01665,0.823333,0.316546,9,432,441
727,2012-12-27,spring,2012,12,no,Thursday,yes,Mist,10.420846999999998,11.3321,0.652917,0.350133,247,1867,2114
728,2012-12-28,spring,2012,12,no,Friday,yes,Mist,10.386652999999999,12.7523,0.59,0.155471,644,2451,3095
729,2012-12-29,spring,2012,12,no,Saturday,no,Mist,10.386652999999999,12.120000000000001,0.752917,0.124383,159,1182,1341
730,2012-12-30,spring,2012,12,no,Sunday,no,Clear,10.489152999999998,11.584999999999999,0.483333,0.350754,364,1432,1796
731,2012-12-31,spring,2012,12,no,Monday,yes,Mist,8.849153,11.17435,0.5775,0.154846,439,2290,2729
